...1,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,filename,filepath
3551,9580,0,sn86092518,"Wheeling register (Wheeling, W. Va...)",1893,4,20,seq-4,ed-1,1,http://localhost:62222/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/1,West Virginia,9580_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9580_0.txt
3552,9580,1,sn86092518,"Wheeling register (Wheeling, W. Va...)",1893,4,20,seq-4,ed-1,1,http://localhost:62222/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/1,West Virginia,9580_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9580_1.txt
2898,9581,0,sn98062890,NA,1905,8,10,seq-2,ed-1,1,http://localhost:62222/pages/9581/sdhi_interceptor_ver01/sn98062890/1905/08/10/ed-1/seq-2/1,South Dakota,9581_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9581_0.txt
2601,9582,0,sn84028490,"The Stark County Democrat (Canton, Ohio)",1893,3,30,seq-5,ed-1,1,http://localhost:62222/pages/9582/ohi_golf_ver04/sn84028490/1893/03/30/ed-1/seq-5/1,Ohio,9582_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9582_0.txt
1278,9585,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1904,3,22,seq-4,ed-1,1,http://localhost:62222/pages/9585/khi_landon_ver01/sn82014635/1904/03/22/ed-1/seq-4/1,Kansas,9585_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9585_0.txt
2316,9586,0,sn85042104,"The news & observer (Raleigh, N.C.)",1903,10,29,seq-2,ed-1,1,http://localhost:62222/pages/9586/ncu_hamm_ver01/sn85042104/1903/10/29/ed-1/seq-2/1,North Carolina,9586_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9586_0.txt
3288,9588,0,sn84025841,"Richmond planet (Richmond, Va.)",1920,1,3,seq-10,ed-1,1,http://localhost:62222/pages/9588/vi_lauren_ver02/sn84025841/1920/01/03/ed-1/seq-10/1,Virginia,9588_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9588_0.txt
2327,9590,0,sn84020731,"The Durham recorder (Durham, N.C.)",1908,10,16,seq-2,ed-1,1,http://localhost:62222/pages/9590/ncu_hawk_ver02/sn84020731/1908/10/16/ed-1/seq-2/1,North Carolina,9590_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9590_0.txt
888,9591,0,sn90052143,"The Brunswick news (Brunswick, Ga.)",1920,11,25,seq-1,ed-1,1,http://localhost:62222/pages/9591/gu_marple_ver01/sn90052143/1920/11/25/ed-1/seq-1/1,Georgia,9591_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9591_0.txt
1507,9593,0,sn92063852,NA,1946,11,16,seq-16,ed-1,1,http://localhost:62222/pages/9593/mimtptc_albion_ver01/sn92063852/1946/11/16/ed-1/seq-16/1,Michigan,9593_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9593_0.txt
1126,9594,0,sn84020097,"The daily worker (Chicago, Ill.)",1933,9,26,seq-6,ed-1,1,http://localhost:62222/pages/9594/iune_fluorite_ver01/sn84020097/1933/09/26/ed-1/seq-6/1,Illinois,9594_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9594_0.txt
3301,9596,0,sn90052005,NA,1917,5,30,seq-2,ed-1,1,http://localhost:62222/pages/9596/vi_noriker_ver01/sn90052005/1917/05/30/ed-1/seq-2/1,Virginia,9596_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9596_0.txt
3557,9597,0,sn86092536,"The Wheeling intelligencer (Wheeling, W. Va...)",1922,7,19,seq-1,ed-1,1,http://localhost:62222/pages/9597/wvu_klingon_ver01/sn86092536/1922/07/19/ed-1/seq-1/1,West Virginia,9597_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9597_0.txt
1032,9599,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1886,1,21,seq-5,ed-1,1,http://localhost:62222/pages/9599/in_asimov_ver02/sn82015679/1886/01/21/ed-1/seq-5/1,Indiana,9599_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9599_0.txt
1428,9600,0,sn85034235,"The Bossier banner (Bellevue, Bossi...)",1909,4,29,seq-2,ed-1,1,http://localhost:62222/pages/9600/lu_ninetails_ver01/sn85034235/1909/04/29/ed-1/seq-2/1,Louisiana,9600_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9600_0.txt
1915,9601,0,sn87065167,NA,1909,9,1,seq-4,ed-1,1,http://localhost:62222/pages/9601/msar_gabardine_ver01/sn87065167/1909/09/01/ed-1/seq-4/1,Mississippi,9601_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9601_0.txt
1143,9602,0,sn92053934,NA,1909,4,19,seq-1,ed-1,1,http://localhost:62222/pages/9602/iune_heraldry_ver01/sn92053934/1909/04/19/ed-1/seq-1/1,Illinois,9602_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9602_0.txt
3243,9604,0,sn85058140,"The Salt Lake herald-Republican (Salt Lake City,...)",1909,11,26,seq-1,ed-1,1,http://localhost:62222/pages/9604/uuml_seven_ver01/sn85058140/1909/11/26/ed-1/seq-1/1,Utah,9604_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9604_0.txt
2890,9609,0,sn88063157,"The Kadoka press (Kadoka, S.D.)",1910,6,10,seq-6,ed-1,1,http://localhost:62222/pages/9609/sdhi_honeydew_ver01/sn88063157/1910/06/10/ed-1/seq-6/1,South Dakota,9609_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9609_0.txt
1115,9610,0,sn84020097,"The daily worker (Chicago, Ill.)",1931,4,20,seq-2,ed-1,1,http://localhost:62222/pages/9610/iune_fluorite_ver01/sn84020097/1931/04/20/ed-1/seq-2/1,Illinois,9610_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9610_0.txt
1467,9613,0,sn88065731,NA,1910,4,14,seq-5,ed-1,1,http://localhost:62222/pages/9613/mdu_jacobsen_ver01/sn88065731/1910/04/14/ed-1/seq-5/1,Maryland,9613_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9613_0.txt
1441,9615,0,sn89060136,NA,1931,12,11,seq-4,ed-1,1,http://localhost:62222/pages/9615/mdu_cumberland_ver01/sn89060136/1931/12/11/ed-1/seq-4/1,Maryland,9615_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9615_0.txt
2529,9616,0,sn86076142,"Tonopah daily bonanza (Tonopah, Nev.)",1910,3,22,seq-3,ed-1,1,http://localhost:62222/pages/9616/nvln_aurora_ver02/sn86076142/1910/03/22/ed-1/seq-3/1,Nevada,9616_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9616_0.txt
1323,9617,0,sn84037890,"The Hartford herald (Hartford, Ky.)",1913,10,8,seq-3,ed-1,1,http://localhost:62222/pages/9617/kyu_fernico_ver01/sn84037890/1913/10/08/ed-1/seq-3/1,Kentucky,9617_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9617_0.txt
3276,9618,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1913,6,20,seq-5,ed-1,1,http://localhost:62222/pages/9618/vi_isogawa_ver01/sn85025007/1913/06/20/ed-1/seq-5/1,District of Columbia,9618_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9618_0.txt
1924,9620,0,sn87065167,NA,1913,5,17,seq-5,ed-1,1,http://localhost:62222/pages/9620/msar_hemp_ver01/sn87065167/1913/05/17/ed-1/seq-5/1,Mississippi,9620_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9620_0.txt
2911,9622,0,sn98062890,NA,1910,7,21,seq-2,ed-1,1,http://localhost:62222/pages/9622/sdhi_interceptor_ver01/sn98062890/1910/07/21/ed-1/seq-2/1,South Dakota,9622_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9622_0.txt
1923,9624,0,sn87065167,NA,1912,3,22,seq-1,ed-1,1,http://localhost:62222/pages/9624/msar_hemp_ver01/sn87065167/1912/03/22/ed-1/seq-1/1,Mississippi,9624_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9624_0.txt
2481,9625,0,sn84020630,"Santa Fe new Mexican (Santa Fe, N.M.)",1912,8,1,seq-6,ed-1,1,http://localhost:62222/pages/9625/nmu_irving_ver01/sn84020630/1912/08/01/ed-1/seq-6/1,New Mexico,9625_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9625_0.txt
124,9626,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1912,9,8,seq-10,ed-1,1,http://localhost:62222/pages/9626/au_huie_ver01/sn85038485/1912/09/08/ed-1/seq-10/1,Alabama,9626_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9626_0.txt
2416,9627,0,sn85042242,"Bismarck daily tribune (Bismarck, Dakot...)",1916,10,22,seq-2,ed-1,1,http://localhost:62222/pages/9627/ndhi_fargo_ver01/sn85042242/1916/10/22/ed-1/seq-2/1,North Dakota,9627_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9627_0.txt
799,9628,0,sn84026749,The Washington times (Washington [D.C...),1908,8,19,seq-1,ed-1,1,http://localhost:62222/pages/9628/dlc_tango_ver01/sn84026749/1908/08/19/ed-1/seq-1/1,District of Columbia,9628_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9628_0.txt
2924,9629,0,sn99062049,NA,1907,8,16,seq-2,ed-1,1,http://localhost:62222/pages/9629/sdhi_kangaroo_ver01/sn99062049/1907/08/16/ed-1/seq-2/1,South Dakota,9629_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9629_0.txt
2190,9631,0,sn99021999,NA,1908,1,22,seq-9,ed-1,1,http://localhost:62222/pages/9631/nbu_pound_ver01/sn99021999/1908/01/22/ed-1/seq-9/1,Nebraska,9631_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9631_0.txt
2090,9632,0,2010270508,NA,1907,4,12,seq-6,ed-1,1,http://localhost:62222/pages/9632/nbu_harrison_ver01/2010270508/1907/04/12/ed-1/seq-6/1,Nebraska,9632_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9632_0.txt
125,9633,0,sn84020645,"The Montgomery advertiser (Montgomery, Ala...)",1907,6,24,seq-8,ed-1,1,http://localhost:62222/pages/9633/au_ingram_ver01/sn84020645/1907/06/24/ed-1/seq-8/1,Alabama,9633_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9633_0.txt
854,9634,0,sn86063034,"The morning news (Savannah, Ga.)",1893,11,6,seq-8,ed-1,1,http://localhost:62222/pages/9634/gu_drew_ver02/sn86063034/1893/11/06/ed-1/seq-8/1,Georgia,9634_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9634_0.txt
839,9635,0,sn89053204,"Americus times-recorder (Americus, Ga.)",1907,1,22,seq-1,ed-1,1,http://localhost:62222/pages/9635/gu_ara_ver01/sn89053204/1907/01/22/ed-1/seq-1/1,Georgia,9635_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9635_0.txt
2448,9638,0,sn87096037,"The Hope pioneer (Hope, N.D.)",1908,3,12,seq-1,ed-1,1,http://localhost:62222/pages/9638/ndhi_loma_ver01/sn87096037/1908/03/12/ed-1/seq-1/1,North Dakota,9638_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9638_0.txt
2531,9640,0,sn86076241,"Carson City daily appeal (Carson City, Ne...)",1908,7,30,seq-1,ed-1,2,http://localhost:62222/pages/9640/nvln_idlewild_ver01/sn86076241/1908/07/30/ed-1/seq-1/2,Nevada,9640_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9640_0.txt
2533,9640,1,sn86076241,"Carson City daily appeal (Carson City, Ne...)",1908,7,30,seq-1,ed-1,2,http://localhost:62222/pages/9640/nvln_idlewild_ver01/sn86076241/1908/07/30/ed-1/seq-1/2,Nevada,9640_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9640_1.txt
3203,9643,0,sn86091039,"The Utah County Democrat (Provo City, Uta...)",1908,9,10,seq-4,ed-1,1,http://localhost:62222/pages/9643/uuml_dewaele_ver01/sn86091039/1908/09/10/ed-1/seq-4/1,Utah,9643_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9643_0.txt
3204,9643,1,sn86091039,"The Utah County Democrat (Provo City, Uta...)",1908,9,10,seq-4,ed-1,1,http://localhost:62222/pages/9643/uuml_dewaele_ver01/sn86091039/1908/09/10/ed-1/seq-4/1,Utah,9643_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9643_1.txt
697,9644,0,sn83045433,"The Washington herald (Washington, D.C...)",1908,7,21,seq-1,ed-1,1,http://localhost:62222/pages/9644/dlc_india_ver01/sn83045433/1908/07/21/ed-1/seq-1/1,District of Columbia,9644_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9644_0.txt
3244,9645,0,sn83045555,Deseret evening news (Great Salt Lake...),1906,1,29,seq-1,ed-1,1,http://localhost:62222/pages/9645/uuml_ten_ver01/sn83045555/1906/01/29/ed-1/seq-1/1,Utah,9645_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9645_0.txt
680,9647,0,sn83030214,New-York tribune (New York [N.Y.]),1908,11,11,seq-10,ed-1,1,http://localhost:62222/pages/9647/dlc_haiti_ver01/sn83030214/1908/11/11/ed-1/seq-10/1,New York,9647_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9647_0.txt
3419,9648,0,sn83045604,"The Seattle post-intelligencer (Seattle, Wash. ...)",1893,8,23,seq-2,ed-1,1,http://localhost:62222/pages/9648/wa_forks_ver01/sn83045604/1893/08/23/ed-1/seq-2/1,Washington,9648_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9648_0.txt
1010,9649,0,sn86091100,"Idaho County free press (Grangeville, Id...)",1893,4,14,seq-2,ed-1,1,http://localhost:62222/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1,Idaho,9649_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9649_0.txt
1011,9649,1,sn86091100,"Idaho County free press (Grangeville, Id...)",1893,4,14,seq-2,ed-1,1,http://localhost:62222/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1,Idaho,9649_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9649_1.txt
1012,9649,2,sn86091100,"Idaho County free press (Grangeville, Id...)",1893,4,14,seq-2,ed-1,1,http://localhost:62222/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1,Idaho,9649_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9649_2.txt
1014,9649,3,sn86091100,"Idaho County free press (Grangeville, Id...)",1893,4,14,seq-2,ed-1,1,http://localhost:62222/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1,Idaho,9649_3.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9649_3.txt
2900,9651,0,sn98062890,NA,1907,1,3,seq-2,ed-1,1,http://localhost:62222/pages/9651/sdhi_interceptor_ver01/sn98062890/1907/01/03/ed-1/seq-2/1,South Dakota,9651_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9651_0.txt
2903,9651,1,sn98062890,NA,1907,1,3,seq-2,ed-1,1,http://localhost:62222/pages/9651/sdhi_interceptor_ver01/sn98062890/1907/01/03/ed-1/seq-2/1,South Dakota,9651_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9651_1.txt
1834,9652,0,sn89066996,NA,1908,9,11,seq-2,ed-1,1,http://localhost:62222/pages/9652/mohi_flash_ver02/sn89066996/1908/09/11/ed-1/seq-2/1,Missouri,9652_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9652_0.txt
3241,9654,0,sn83045396,"The Salt Lake tribune (Salt Lake City,...)",1913,11,6,seq-1,ed-1,1,http://localhost:62222/pages/9654/uuml_sastre_ver01/sn83045396/1913/11/06/ed-1/seq-1/1,Utah,9654_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9654_0.txt
3388,9656,0,sn88085318,"The Colville examiner (Colville, Wash.)",1913,2,22,seq-7,ed-1,1,http://localhost:62222/pages/9656/wa_alder_ver01/sn88085318/1913/02/22/ed-1/seq-7/1,Washington,9656_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9656_0.txt
2600,9657,0,sn83035565,"The Greenville journal (Greenville, Ohi...)",1913,11,13,seq-2,ed-1,1,http://localhost:62222/pages/9657/ohi_gann_ver01/sn83035565/1913/11/13/ed-1/seq-2/1,Ohio,9657_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9657_0.txt
3537,9658,0,sn86092557,NA,1913,8,28,seq-1,ed-1,1,http://localhost:62222/pages/9658/wvu_dolphy_ver01/sn86092557/1913/08/28/ed-1/seq-1/1,West Virginia,9658_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9658_0.txt
1543,9659,0,sn83016689,"The Detroit times (Detroit, Mich.)",1913,10,27,seq-2,ed-1,1,http://localhost:62222/pages/9659/mimtptc_ingalls_ver01/sn83016689/1913/10/27/ed-1/seq-2/1,Michigan,9659_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9659_0.txt
2320,9660,0,sn91068402,"The gold leaf (Henderson, N.C.)",1903,6,25,seq-2,ed-1,1,http://localhost:62222/pages/9660/ncu_haw_ver01/sn91068402/1903/06/25/ed-1/seq-2/1,North Carolina,9660_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9660_0.txt
3462,9661,0,sn85040613,"Vilas County news (Eagle River, Vi...)",1910,2,23,seq-2,ed-1,1,http://localhost:62222/pages/9661/whi_clearwater_ver01/sn85040613/1910/02/23/ed-1/seq-2/1,Wisconsin,9661_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9661_0.txt
2456,9662,0,sn85035816,"The Morris County chronicle (Morristown, N.J...)",1910,8,16,seq-4,ed-1,1,http://localhost:62222/pages/9662/njr_furio_ver01/sn85035816/1910/08/16/ed-1/seq-4/1,New Jersey,9662_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9662_0.txt
3465,9663,0,sn85040722,"Watertown leader (Watertown, Jeff...)",1910,4,15,seq-2,ed-1,1,http://localhost:62222/pages/9663/whi_elizabeth_ver01/sn85040722/1910/04/15/ed-1/seq-2/1,Wisconsin,9663_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9663_0.txt
1119,9664,0,sn84020097,"The daily worker (Chicago, Ill.)",1932,11,25,seq-4,ed-1,1,http://localhost:62222/pages/9664/iune_fluorite_ver01/sn84020097/1932/11/25/ed-1/seq-4/1,Illinois,9664_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9664_0.txt
2910,9665,0,sn98062890,NA,1909,11,25,seq-2,ed-1,1,http://localhost:62222/pages/9665/sdhi_interceptor_ver01/sn98062890/1909/11/25/ed-1/seq-2/1,South Dakota,9665_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9665_0.txt
2909,9665,1,sn98062890,NA,1909,11,25,seq-2,ed-1,1,http://localhost:62222/pages/9665/sdhi_interceptor_ver01/sn98062890/1909/11/25/ed-1/seq-2/1,South Dakota,9665_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9665_1.txt
2480,9666,0,sn84020616,"Albuquerque citizen (Albuquerque, N....)",1909,4,30,seq-1,ed-1,1,http://localhost:62222/pages/9666/nmu_ironweed_ver01/sn84020616/1909/04/30/ed-1/seq-1/1,New Mexico,9666_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9666_0.txt
2629,9667,0,sn88077573,NA,1909,5,29,seq-2,ed-1,1,http://localhost:62222/pages/9667/ohi_juliet_ver01/sn88077573/1909/05/29/ed-1/seq-2/1,Ohio,9667_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9667_0.txt
102,9668,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1909,1,24,seq-2,ed-1,1,http://localhost:62222/pages/9668/au_flagg_ver01/sn85038485/1909/01/24/ed-1/seq-2/1,Alabama,9668_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9668_0.txt
701,9669,0,sn83030214,New-York tribune (New York [N.Y.]),1908,1,21,seq-1,ed-1,1,http://localhost:62222/pages/9669/dlc_jamaica_ver01/sn83030214/1908/01/21/ed-1/seq-1/1,New York,9669_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9669_0.txt
3213,9670,0,sn85058398,"The Ogden standard (Ogden City, Utah) 1902-1910",1909,8,21,seq-5,ed-1,1,http://localhost:62222/pages/9670/uuml_fourteen_ver01/sn85058398/1909/08/21/ed-1/seq-5/1,Utah,9670_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9670_0.txt
2336,9671,0,sn92073049,"The progressive farmer (Winston, N.C.)",1903,6,30,seq-8,ed-1,1,http://localhost:62222/pages/9671/ncu_johns_ver01/sn92073049/1903/06/30/ed-1/seq-8/1,North Carolina,9671_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9671_0.txt
3376,9672,0,sn84023296,"Spirit of the age (Woodstock, Vt.)",1908,11,28,seq-1,ed-1,1,http://localhost:62222/pages/9672/vtu_killington_ver02/sn84023296/1908/11/28/ed-1/seq-1/1,Vermont,9672_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9672_0.txt
3378,9672,1,sn84023296,"Spirit of the age (Woodstock, Vt.)",1908,11,28,seq-1,ed-1,1,http://localhost:62222/pages/9672/vtu_killington_ver02/sn84023296/1908/11/28/ed-1/seq-1/1,Vermont,9672_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9672_1.txt
3152,9673,0,sn88084272,NA,1912,8,14,seq-5,ed-1,1,http://localhost:62222/pages/9673/txdn_denmark_ver01/sn88084272/1912/08/14/ed-1/seq-5/1,Texas,9673_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9673_0.txt
3095,9674,0,sn86090369,"The Waxahachie daily light (Waxahachie, Tex...)",1917,6,26,seq-4,ed-1,1,http://localhost:62222/pages/9674/txdn_ash_ver01/sn86090369/1917/06/26/ed-1/seq-4/1,Texas,9674_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9674_0.txt
784,9675,0,sn83030214,New-York tribune (New York [N.Y.]),1903,12,21,seq-1,ed-1,1,http://localhost:62222/pages/9675/dlc_norway_ver01/sn83030214/1903/12/21/ed-1/seq-1/1,New York,9675_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9675_0.txt
1999,9678,0,sn85053089,"The searchlight (Culbertson, Mon...)",1910,12,23,seq-4,ed-1,1,http://localhost:62222/pages/9678/mthi_flyingsquirrel_ver02/sn85053089/1910/12/23/ed-1/seq-4/1,Montana,9678_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9678_0.txt
2067,9679,0,sn99021999,NA,1883,9,20,seq-2,ed-1,1,http://localhost:62222/pages/9679/nbu_emerson_ver01/sn99021999/1883/09/20/ed-1/seq-2/1,Nebraska,9679_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9679_0.txt
3028,9680,0,sn99067997,NA,1883,11,24,seq-2,ed-1,1,http://localhost:62222/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1,South Dakota,9680_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9680_0.txt
3027,9680,1,sn99067997,NA,1883,11,24,seq-2,ed-1,1,http://localhost:62222/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1,South Dakota,9680_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9680_1.txt
3026,9680,2,sn99067997,NA,1883,11,24,seq-2,ed-1,1,http://localhost:62222/pages/9680/sdhi_mustang_ver01/sn99067997/1883/11/24/ed-1/seq-2/1,South Dakota,9680_2.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9680_2.txt
1552,9681,0,sn83025287,"Daily globe (St. Paul, Minn.)",1883,5,22,seq-1,ed-1,1,http://localhost:62222/pages/9681/mnhi_anoka_ver02/sn83025287/1883/05/22/ed-1/seq-1/1,Minnesota,9681_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9681_0.txt
2250,9682,0,sn85042104,"The news & observer (Raleigh, N.C.)",1896,10,16,seq-1,ed-1,1,http://localhost:62222/pages/9682/ncu_ford_ver02/sn85042104/1896/10/16/ed-1/seq-1/1,North Carolina,9682_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9682_0.txt
3098,9683,0,sn86088296,NA,1883,12,13,seq-1,ed-1,1,http://localhost:62222/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1,Texas,9683_0.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9683_0.txt
3099,9683,1,sn86088296,NA,1883,12,13,seq-1,ed-1,1,http://localhost:62222/pages/9683/txdn_audi_ver01/sn86088296/1883/12/13/ed-1/seq-1/1,Texas,9683_1.txt,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/9683_1.txt
